Question,Numbers,Equation,Answer,group_nums,Body,Ques,Type,Variation Type,id
"Frank had saved up number0 dollars . If he received another number1 dollars for his allowance , how many number2 dollar toys could he buy ?",[ 3. 37.  8.],['/' '+' 'number0' 'number1' 'number2'],5.0,[ 3  4  5 10 11 12 18 19 20 22 23 24],"Frank had saved up number0 dollars . If he received another number1 dollars for his allowance ,",how many number2 dollar toys could he buy ?,,,1633
"Tom purchased a Batman game for $ number0 , and a Superman game for $ number1 . Tom already owns number2 games . How much did Tom spend on video games ?",[13.6   5.06  2.  ],['+' 'number0' 'number1'],18.66,[ 6  7  8 14 15 16 19 20 21 28 29 30],"Tom purchased a Batman game for $ number0 , and a Superman game for $ number1 . Tom already owns number2 games .",How much did Tom spend on video games ?,,,1634
"In Shannon 's apartment complex , number0 the apartments are one - bedroom apartments and number1 are two - bedroom apartments . What fraction of the apartments are either number2 - or two - bedroom apartments ?",[0.16666667 0.33333333 1.        ],['+' 'number0' 'number1'],0.5,[ 5  6  7 14 15 16 28 29 30 33 34 35],"In Shannon 's apartment complex , number0 the apartments are one - bedroom apartments and number1 are two - bedroom apartments .",What fraction of the apartments are either number2 - or two - bedroom apartments ?,,,1635
"Kaleb started his own lawn mowing business . In the spring he made number0 dollars mowing lawns and in the summer he made number1 dollars . If he had to spend number2 dollars buying supplies , how much money did he end up with ?",[ 4. 50.  4.],['-' '+' 'number0' 'number1' 'number0'],50.0,[12 13 14 22 23 24 30 31 32 41 42 43],"Kaleb started his own lawn mowing business . In the spring he made number0 dollars mowing lawns and in the summer he made number1 dollars . If he had to spend number2 dollars buying supplies ,",how much money did he end up with ?,,,1636
In fourth grade there were number0 students at the start of the year . During the year number1 students left and number2 new students came to school . How many students were in fourth grade at the end ?,[ 4.  3. 42.],['-' '+' 'number0' 'number2' 'number1'],43.0,[ 4  5  6 16 17 18 20 21 22 35 36 37],In fourth grade there were number0 students at the start of the year . During the year number1 students left and number2 new students came to school .,How many students were in fourth grade at the end ?,,,1637
There are number0 pencils in the drawer . Nancy placed number1 pencils in the drawer . How many pencils are now there in total ?,[27. 45.],['+' 'number0' 'number1'],72.0,[ 1  2  3  9 10 11 21 22 23],There are number0 pencils in the drawer . Nancy placed number1 pencils in the drawer .,How many pencils are now there in total ?,,,1638
"There were number0 friends playing a video game online when number1 players quit . If each player left had number2 lives , how many lives did they have total ?",[8. 5. 5.],['*' 'number1' '-' 'number0' 'number1'],15.0,[ 1  2  3  9 10 11 18 19 20 26 27 28],"There were number0 friends playing a video game online when number1 players quit . If each player left had number2 lives ,",how many lives did they have total ?,,,1639
"Will had number0 dollars . If he spent number1 bucks on a new game , how many number2 dollar toys could he buy with the money he had left ?",[57. 27.  6.],['/' '-' 'number0' 'number1' 'number2'],5.0,[ 1  2  3  7  8  9 16 17 18 26 27 28],"Will had number0 dollars . If he spent number1 bucks on a new game ,",how many number2 dollar toys could he buy with the money he had left ?,,,1640
"Dave had to wash number0 short sleeve shirts and number1 long sleeve shirts before school . If he had only washed number2 of them by the time school started , how many did he not wash ?",[29. 11. 35.],['-' '+' 'number0' 'number1' 'number2'],5.0,[ 3  4  5  8  9 10 20 21 22 33 34 35],"Dave had to wash number0 short sleeve shirts and number1 long sleeve shirts before school . If he had only washed number2 of them by the time school started ,",how many did he not wash ?,,,1641
Kyle bought a boat for number0 dollars . number1 years later he sold it for number2 dollars . What percent of the purchase price did Kyle lose ?,[4500.    5. 3600.],['*' '/' '-' 'number0' 'number2' 'number0' '100.0'],20.0,[ 4  5  6  7  8  9 14 15 16 24 25 26],Kyle bought a boat for number0 dollars . number1 years later he sold it for number2 dollars .,What percent of the purchase price did Kyle lose ?,,,1642
Vince 's bus ride to school is number0 mile and Zachary 's bus ride is number1 mile . How much longer is Vince 's bus ride than Zachary 's ?,[0.625 0.5  ],['-' 'number0' 'number1'],0.125,[ 6  7  8 14 15 16 26 27 28],Vince 's bus ride to school is number0 mile and Zachary 's bus ride is number1 mile .,How much longer is Vince 's bus ride than Zachary 's ?,,,1643
Linda has number0 candies . Chloe has number1 . How many candies do they have in all ?,[34. 28.],['+' 'number0' 'number1'],62.0,[ 1  2  3  6  7  8 14 15 16],Linda has number0 candies . Chloe has number1 .,How many candies do they have in all ?,,,1644
"Oliver had to wash number0 short sleeve shirts and number1 long sleeve shirts before school . If he had only washed number2 of them by the time school started , how many did he not wash ?",[39. 47. 20.],['-' '+' 'number0' 'number1' 'number2'],66.0,[ 3  4  5  8  9 10 20 21 22 33 34 35],"Oliver had to wash number0 short sleeve shirts and number1 long sleeve shirts before school . If he had only washed number2 of them by the time school started ,",how many did he not wash ?,,,1645
There are number0 oranges in a box . Jonathan takes number1 oranges . How many are left ?,[96. 45.],['-' 'number0' 'number1'],51.0,[ 1  2  3  9 10 11 14 15 16],There are number0 oranges in a box . Jonathan takes number1 oranges .,How many are left ?,,,1646
Lemon heads come in packages of number0 . Louis ate number1 Lemon Heads . How many whole boxes did he eat and how many Lemon Heads does he have left ?,[ 6. 54.],['/' 'number1' 'number0'],9.0,[ 5  6  7  9 10 11 27 28 29],Lemon heads come in packages of number0 . Louis ate number1 Lemon Heads .,How many whole boxes did he eat and how many Lemon Heads does he have left ?,,,1647
Mary has number0 yellow marbles . Joan has number1 yellow marbles . How many yellow marbles do they have in all ?,[9. 3.],['+' 'number0' 'number1'],12.0,[ 1  2  3  7  8  9 18 19 20],Mary has number0 yellow marbles . Joan has number1 yellow marbles .,How many yellow marbles do they have in all ?,,,1648
Dan has number0 violet balloons . Tim has number1 times more violet balloons than Dan . How many violet balloons does Tim have ?,[29.  7.],['*' 'number0' 'number1'],203.0,[ 1  2  3  7  8  9 20 21 22],Dan has number0 violet balloons . Tim has number1 times more violet balloons than Dan .,How many violet balloons does Tim have ?,,,1649
For homework Faye had number0 math problems and number1 spelling problems . If she can finish number2 problems in an hour how long will it take her to finish all the problems ?,[13.  2.  3.],['/' '+' 'number0' 'number1' 'number2'],5.0,[ 3  4  5  7  8  9 15 16 17 29 30 31],For homework Faye had number0 math problems and number1 spelling problems . If she can finish number2 problems in an hour,how long will it take her to finish all the problems ?,,,1650
"For Halloween Emily received number0 pieces of candy from neighbors and number1 pieces from her older sister . If she only ate number2 pieces a day , how long would the candy last her ?",[ 5. 13.  9.],['/' '+' 'number0' 'number1' 'number2'],2.0,[ 3  4  5 10 11 12 21 22 23 31 32 33],"For Halloween Emily received number0 pieces of candy from neighbors and number1 pieces from her older sister . If she only ate number2 pieces a day ,",how long would the candy last her ?,,,1651
Sally had number0 cards . Dan gave her number1 new cards . Sally bought number2 cards . How many cards does Sally have now ?,[27. 41. 20.],['+' '+' 'number0' 'number1' 'number2'],88.0,[ 1  2  3  7  8  9 13 14 15 21 22 23],Sally had number0 cards . Dan gave her number1 new cards . Sally bought number2 cards .,How many cards does Sally have now ?,,,1652
Ruby has number0 apples . Emily takes number1 away . How many apples will Ruby have ?,[63. 55.],['-' 'number0' 'number1'],8.0,[ 1  2  3  6  7  8 13 14 15],Ruby has number0 apples . Emily takes number1 away .,How many apples will Ruby have ?,,,1653
The Ferris wheel in Paradise Park has number0 seats . Each seat can hold number1 people . How many people can ride the Ferris wheel at the same time ?,[14.  6.],['*' 'number0' 'number1'],84.0,[ 6  7  8 13 14 15 26 27 28],The Ferris wheel in Paradise Park has number0 seats . Each seat can hold number1 people .,How many people can ride the Ferris wheel at the same time ?,,,1654
"John earned number0 dollars for each lawn he mowed . If he had number1 lawns to mow , but forgot to mow number2 of them , how much money did he actually earn ?",[ 8. 15.  7.],['*' 'number0' '-' 'number1' 'number2'],64.0,[ 1  2  3 12 13 14 21 22 23 30 31 32],"John earned number0 dollars for each lawn he mowed . If he had number1 lawns to mow , but forgot to mow number2 of them ,",how much money did he actually earn ?,,,1655
Jack starts with number0 marbles . He shares number1 with Rebecca . How many marbles does Jack end with ?,[62. 33.],['-' 'number0' 'number1'],29.0,[ 2  3  4  7  8  9 16 17 18],Jack starts with number0 marbles . He shares number1 with Rebecca .,How many marbles does Jack end with ?,,,1656
"Sarah had number0 homework problems . She finished number1 of them but still had number2 pages of problems to do . If each page has the same number of problems on it , how many problems are on each page ?",[60. 20.  5.],['/' '-' 'number0' 'number1' 'number2'],8.0,[ 1  2  3  7  8  9 13 14 15 37 38 39],"Sarah had number0 homework problems . She finished number1 of them but still had number2 pages of problems to do . If each page has the same number of problems on it ,",how many problems are on each page ?,,,1657
There are number0 books on the shelf . Marta put number1 more books on the shelf . How many books are on the shelf now ?,[38. 10.],['+' 'number0' 'number1'],48.0,[ 1  2  3  9 10 11 22 23 24],There are number0 books on the shelf . Marta put number1 more books on the shelf .,How many books are on the shelf now ?,,,1658
"Maria was making baggies of cookies with number0 cookies in each bag . If she had number1 chocolate chip cookies and number2 oatmeal cookies , how many baggies could she make ?",[ 8.  5. 19.],['/' '+' 'number1' 'number2' 'number0'],3.0,[ 6  7  8 15 16 17 20 21 22 28 29 30],"Maria was making baggies of cookies with number0 cookies in each bag . If she had number1 chocolate chip cookies and number2 oatmeal cookies ,",how many baggies could she make ?,,,1659
There are number0 bananas in a pile on the desk . Each banana comes in a package of number1 . number2 bananas are added to the pile . How many bananas are there in the pile ?,[ 2. 17.  7.],['+' 'number0' 'number2'],9.0,[ 1  2  3 17 18 19 19 20 21 33 34 35],There are number0 bananas in a pile on the desk . Each banana comes in a package of number1 . number2 bananas are added to the pile .,How many bananas are there in the pile ?,,,1660
"Henry was helping the cafeteria workers pick up lunch trays , but he could only carry number0 trays at a time . If he had to pick up number1 trays from one table and number2 trays from another , how many trips will he make ?",[ 9. 29. 52.],['/' '+' 'number1' 'number2' 'number0'],9.0,[15 16 17 27 28 29 33 34 35 42 43 44],"Henry was helping the cafeteria workers pick up lunch trays , but he could only carry number0 trays at a time . If he had to pick up number1 trays from one table and number2 trays from another ,",how many trips will he make ?,,,1661
